_id,OBJECTID,YOL_ID,SHAPE_Length,YOL_ISMI,YOL_TURU,YOL_TIPI,SERIT_SAYISI,KULLANILAN_SERIT,KAPLAMA_CINSI,YOLKN,IBB_KIMLIKNO,ACIKLAMA,UKOME_OZET,UKOME_GIRIS,UKOME_CIKIS,ANAARTER_TIP,SHAPE_Length_1
2989,2989,,,O-3 Güney Yanyol,20,1,3ç,3,Asfalt,,12001024,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
2990,2990,,,Levent 2 Kavşağı,11,1,1t,1,Asfalt,,125526,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
2991,2991,,,,11,1,2t,2,Asfalt,,212889,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
2992,2992,,,Hoca Ahmet Yesevi Bulvarı Kavşağı,11,1,2t,2,Asfalt,,431191,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
2993,2993,,,Arayol,5,1,2ç,2,Asfalt,,431192,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
2994,2994,,,İsmetpaşa Cad. Kavşağı,11,1,2t,2,Asfalt,,454421,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
2995,2995,,,Atatürk Bulvarı Kavşağı,11,1,2t,2,Asfalt,,454422,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
2996,2996,,,,6,1,2t,2,Asfalt,,208027,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
2997,2997,,,Atatürk Bulvarı Kavşağı,11,1,2ç,2,Asfalt,,428262,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
2998,2998,,,Atatürk Bulvarı Kavşağı,11,1,2t,2,Asfalt,,430236,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
2999,2999,,,Hoca Ahmet Yesevi Bulvarı Kavşağı,11,1,2t,2,Asfalt,,430237,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3000,3000,,,Atatürk Bulvarı Kavşağı,11,1,2t,2,Asfalt,,430238,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3001,3001,,,Atatürk Bulvarı Kavşağı,11,1,2ç,2,Asfalt,,431186,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3002,3002,,,İsmetpaşa Cad. Kavşağı,11,1,2t,2,Asfalt,,454425,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3003,3003,,,,11,1,2t,2,Parke,,200086,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3004,3004,,,,11,1,2t,2,Parke,,200089,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3005,3005,,,,11,1,2t,2,Parke,,200087,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3006,3006,,,,11,1,2t,2,Parke,,200088,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3007,3007,0,,,0,1,,,,0,0,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3008,3008,,,,,1,2t,2,Asfalt,,237532,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3009,3009,,,Levent 2 Kavşağı,11,1,2t,2,Asfalt,,217088,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3010,3010,,,,,1,2t,2,Asfalt,,238162,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3011,3011,,,Levent 2 Kavşağı,11,1,1t,1,Asfalt,,185571,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3012,3012,,,,6,1,1t,1,Asfalt,,261163,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3013,3013,,,Akçam Cad. Kavşak,11,1,1t,1,Asfalt,,198044,UKOME2000/10-48 (29.09.2000) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME2000/10-48 (29.09.2000),Hala Anaarter,Anaarter (Mevcut)(11),
3014,3014,,,Levent 2 Kavşağı,11,1,2t,2,Asfalt,,217090,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3015,3015,,,Çayırçimen Sk. Kavşak,11,1,1t,1,Asfalt,,217180,UKOME2009/8-1 (17.12.2009) Kararıyla ANAARTER oldu,Anaarter (2009/8-1 EKLENEN) (3),UKOME2009/8-1 (17.12.2009),Hala Anaarter,Anaarter (UKOME 2009/8-1 ile)(33),
3016,3016,0,,,2,1,2t,,,0,0,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3017,3222,,,,6,3,,,Asfalt,,251967,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3018,3223,,,,6,3,,,Asfalt,,253080,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3019,3224,,,,11,3,2t,2,Asfalt,,360774,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3020,3225,0,,,11,1,2t,,,0,0,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3021,3226,,,,,1,2ç,2,Asfalt,,311565,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,
3022,3227,,,,,1,2ç,2,Asfalt,,312979,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,
3023,3228,,,Yenidoğan Köprülü Kavşağı,11,3,1t,1,Asfalt,,214292,KARAYOLLARI Sorumluluğunda,Karayollari (Mevcut) (6),KARAYOLLARI Sorumluluğunda,KARAYOLLARI Sorumluluğunda,KARAYOLLARI(Mevcut)(66),
3024,3229,,,,,1,1ç,1,Asfalt,,311589,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3025,3230,,,Kavşak,11,1,,,,,12010166,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3026,3231,,,Kavşak,11,1,,,,,12010167,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3027,3232,,,,11,1,2t,2,Asfalt,,391555,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3028,3233,,,,11,1,2t,2,Asfalt,,391556,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3029,3234,,,,16,1,2ç,2,Asfalt,,360712,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,
3030,3235,,,Bağcılar-Kabataş Tramvay Hattı,,1,,,,,470370,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3031,3236,,,Çekmeköy Köprülü Kavşağı,11,3,2t,2,Asfalt,,448866,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3032,3237,,,,16,1,2ç,2,Asfalt,,312752,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3033,3238,,,,,1,2ç,2,Asfalt,,361533,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3034,3239,,,,,3,2t,2,Asfalt,,230912,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3035,3240,,,,11,3,2t,2,Asfalt,,231491,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3036,3241,,,Mehmet Akif Bulvarı Bağlantı Yolu,6,1,2t,2,1,,219612,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3037,3242,,,,,3,2t,2,Asfalt,,231492,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3038,3243,0,,,0,1,,,,0,0,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3039,3244,0,,,0,1,,,,0,0,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3040,3245,,,,11,1,2ç,1,Asfalt,,289911,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3041,3246,,,,,1,1ç,1,Stabilize,,363297,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,
3042,3247,0,,,0,1,,,,0,0,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3043,3248,,,Bağlantı Yolu,6,1,1t,1,Asfalt,,343971,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir --  (20.03.2012) Bakınlık oluruyla TEKRAR İBB 'ye devir olmuştur.,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,Anaarter (2010 Karayolları Devirden TEKRAR İBB ye geçen YOLLAR)(991),
3044,3249,,,,6,3,2t,2,Asfalt,,257795,Bu YOLLAR  (21.02.2005) Tarihli Protokol ile Karayollarından  İBB?nin sorumluluğuna girmiş olup (11.07.2010) Tarihli Protokol ve FEN KURULU kararıyla İBB?nin sorumluluğundan çıkıp tekrar KARAYOLLARI?nın sorumluluğuna girmiştir.,Karayollari (2010 DEVİR PROTOKOLÜ) (99),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,(01.06.2010) Tarihli Karayolları 2010 Protokolü ve (11.07.2010) Tarihiyle  yürürlüğe girmiştir,KARAYOLLARI(2010 Protokolu)(99),
3045,3250,,,,11,1,2t,1,Asfalt,,261181,28.01.2005 Tarihli KÖY HİZMETLERİ Protokolü ile İBB'ye devredilmşitir. FAKAT ANAARTER KARARI YOKTUR ; UKOME2009/8-1 (17.12.2009) tarihli UKOME kararıyla ANAARTER kapsamına alınmıştır.,Anaarter (2009/8-1 Köyhizmetleri_EKLENEN) (4),(28.01.2005) Köy Hizmetleri Protokolü ; UKOME2009/8-1 (17.12.2009) ANAARTER Güncelleme Çalışması,Hala Anaarter,Anaarter (UKOME 2009/8-1 ile Köy Hizm. Devir)(44),
3046,3017,0,,,2,1,2t,,,0,0,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3047,3018,0,,Riva Cad.,2,1,2t,,,0,0,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3048,3019,0,,Riva Cad.,2,1,2t,,,0,0,(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihli Meclis Kararı ile Karayollarından İBB?ye DEVİR  yürürlüğe girmiştir,Anaarter (2004 DEVİR inden Kalan Yollar) (911),(08.11.2004) Tarihli Karayolları 2004 Protokolü ve (21.02.2005) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (2004 Karayolları Protokolünden KALANLAR)(911),
3049,3020,,,Yenisahra Köprülü Kavşağı,11,1,2t,2,Asfalt,,203166,KGM' DEN İBB' YE DEVİR 18.09.2018/105.02/39744 14.09.2018,KGM' DEN İBB' YE DEVİR,İBB Sorumluluğunda,İBB Sorumluluğunda,KGM' DEN İBB' YE DEVİR,
3050,3021,,,Yenisahra Köprülü Kavşağı,11,1,2t,2,Asfalt,,204550,(20.08.2002) Karayolları Protokolü ve (20.10.2002) 2002/30 sayılı Bakanlık kararı ile (1.11.2002) Tarihiyle yürürlüğe girmiştir. ( Kavşak 2006 yılında yapılmiştır.),Anaarter (2002 DEVİR inden Kalan Yollar),20.08.2002 Karayolları Protokolü ve (1.11.2002) Tarihiyle yürürlüğe girmiştir,Hala Anaarter,Anaarter (Mevcut)(11),
3051,3022,,,Akçam Cad. Bağlantı Yolu,6,1,1ç,1,Asfalt,,198747,UKOME2000/10-48 (29.09.2000) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME2000/10-48 (29.09.2000),Hala Anaarter,Anaarter (Mevcut)(11),
3052,3023,,,Tepecik Yolu Bağlantı Yolu,6,1,1ç,1,Asfalt,,198959,UKOME1986/5-2 (14.05.1986) Kararıyla ANAARTER oldu ----,Anaarter (Mevcut) (1),UKOME1986/5-2 (14.05.1986),Hala Anaarter,Anaarter (Mevcut)(11),
3053,3024,,,Tem-Etiler Bağlantı Yolu (E80 (O2) Baltalimanı Bağl.,6,1,1t,1,Asfalt,,12002254,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
3054,3025,,,Tem-Etiler Bağlantı Yolu (E80 (O2) Baltalimanı Bağl.,6,1,1t,1,Asfalt,,198995,UKOME2001/7-2 (27.07.2001) Kararıyla ANAARTER oldu,Anaarter (Mevcut) (1),UKOME2001/7-2 (27.07.2001),Hala Anaarter,Anaarter (Mevcut)(11),
